event_time,event_name,event_source,source_ip,user_identity,region,error_code,is_anomaly
2025-11-11T16:38:28Z,GetFunction,lambda.amazonaws.com,10.0.2.10,arn:aws:iam::123456789012:role/ci-cd-pipeline-role,us-east-1,,0
2025-11-11T17:12:57Z,Query,dynamodb.amazonaws.com,10.0.3.8,arn:aws:iam::123456789012:user/developer-carol,us-west-2,,0
2025-11-12T10:18:54Z,GetItem,dynamodb.amazonaws.com,172.16.0.12,arn:aws:iam::123456789012:role/ci-cd-pipeline-role,us-east-1,,0
2025-11-12T10:19:35Z,Invoke,lambda.amazonaws.com,192.168.1.100,arn:aws:iam::123456789012:user/analyst-frank,us-west-2,,0
2025-11-12T10:21:06Z,AssumeRole,sts.amazonaws.com,10.0.2.45,arn:aws:iam::123456789012:user/ops-erin,us-west-2,,0
2025-11-12T10:37:42Z,GetRole,iam.amazonaws.com,10.0.2.45,arn:aws:iam::123456789012:role/lambda-execution-role,us-west-2,ThrottlingException,0
2025-11-12T10:41:42Z,Invoke,lambda.amazonaws.com,10.0.3.8,arn:aws:iam::123456789012:user/developer-alice,eu-west-1,,0
2025-11-12T10:41:55Z,GetItem,dynamodb.amazonaws.com,172.16.1.7,arn:aws:iam::123456789012:role/ci-cd-pipeline-role,ap-southeast-1,,0
2025-11-12T11:02:15Z,ListMetrics,cloudwatch.amazonaws.com,172.16.0.5,arn:aws:iam::123456789012:role/ci-cd-pipeline-role,us-west-2,,0
2025-11-12T11:13:21Z,Scan,dynamodb.amazonaws.com,10.0.2.10,arn:aws:iam::123456789012:user/ops-dave,us-west-2,,0
2025-11-12T11:16:12Z,GetPolicy,iam.amazonaws.com,10.0.1.33,arn:aws:iam::123456789012:user/developer-bob,us-west-2,,0
2025-11-12T11:38:24Z,ListUsers,iam.amazonaws.com,10.0.1.33,arn:aws:iam::123456789012:user/developer-carol,ap-southeast-1,,0
2025-11-12T14:58:18Z,GetFunction,lambda.amazonaws.com,192.168.1.100,arn:aws:iam::123456789012:user/analyst-frank,us-east-1,,0
2025-11-12T16:04:30Z,Invoke,lambda.amazonaws.com,10.0.2.45,arn:aws:iam::123456789012:user/ops-erin,us-east-1,,0
2025-11-12T16:32:09Z,ListObjects,s3.amazonaws.com,10.0.1.22,arn:aws:iam::123456789012:user/analyst-frank,us-east-1,,0
2025-11-12T16:48:36Z,DescribeTable,dynamodb.amazonaws.com,172.16.0.5,arn:aws:iam::123456789012:user/analyst-frank,eu-west-1,,0
2025-11-12T17:04:19Z,GetFunction,lambda.amazonaws.com,10.0.1.15,arn:aws:iam::123456789012:user/developer-alice,eu-west-1,,0
2025-11-12T17:50:47Z,ListObjects,s3.amazonaws.com,192.168.1.102,arn:aws:iam::123456789012:user/ops-dave,eu-west-1,ThrottlingException,0
2025-11-13T09:57:05Z,ListBuckets,s3.amazonaws.com,10.0.2.10,arn:aws:iam::123456789012:user/developer-carol,ap-southeast-1,,0
2025-11-13T10:49:37Z,ListMetrics,cloudwatch.amazonaws.com,10.0.1.33,arn:aws:iam::123456789012:user/developer-alice,eu-west-1,,0
2025-11-13T10:53:57Z,Invoke,lambda.amazonaws.com,172.16.0.12,arn:aws:iam::123456789012:user/developer-alice,us-west-2,,0
2025-11-13T11:02:18Z,Scan,dynamodb.amazonaws.com,54.239.28.85,arn:aws:iam::123456789012:user/developer-carol,ap-southeast-1,,0
2025-11-13T11:17:28Z,GetCallerIdentity,sts.amazonaws.com,192.168.1.101,arn:aws:iam::123456789012:role/lambda-execution-role,us-east-1,,0
2025-11-13T12:51:38Z,GetGroup,iam.amazonaws.com,10.0.2.45,arn:aws:iam::123456789012:user/developer-alice,ap-southeast-1,,0
2025-11-13T13:15:19Z,GetObject,s3.amazonaws.com,10.0.2.10,arn:aws:iam::123456789012:role/lambda-execution-role,ap-southeast-1,,0
2025-11-13T13:27:00Z,AssumeRole,sts.amazonaws.com,10.0.2.10,arn:aws:iam::123456789012:role/lambda-execution-role,us-west-2,,0
2025-11-13T14:16:47Z,ListBuckets,s3.amazonaws.com,192.168.1.100,arn:aws:iam::123456789012:user/developer-bob,eu-west-1,,0
2025-11-13T15:05:23Z,GetUser,iam.amazonaws.com,10.0.3.8,arn:aws:iam::123456789012:user/developer-bob,eu-west-1,,0
2025-11-13T15:23:43Z,GetMetricData,cloudwatch.amazonaws.com,172.16.0.5,arn:aws:iam::123456789012:user/ops-erin,ap-southeast-1,,0
2025-11-13T16:29:49Z,DescribeSubnets,ec2.amazonaws.com,172.16.0.12,arn:aws:iam::123456789012:role/ci-cd-pipeline-role,ap-southeast-1,,0
2025-11-13T16:56:22Z,ListObjects,s3.amazonaws.com,10.0.1.15,arn:aws:iam::123456789012:role/lambda-execution-role,eu-west-1,,0
2025-11-13T17:15:19Z,Scan,dynamodb.amazonaws.com,192.168.1.102,arn:aws:iam::123456789012:user/ops-dave,eu-west-1,ThrottlingException,0
2025-11-13T17:23:04Z,GetCallerIdentity,sts.amazonaws.com,10.0.3.19,arn:aws:iam::123456789012:role/ecs-task-role,us-east-1,,0
2025-11-13T17:59:06Z,DescribeAlarms,cloudwatch.amazonaws.com,192.168.1.101,arn:aws:iam::123456789012:user/developer-bob,eu-west-1,,0
2025-11-13T21:41:11Z,UpdateAssumeRolePolicy,iam.amazonaws.com,139.59.100.22,arn:aws:iam::123456789012:user/temp-contractor-99,us-east-1,,1
2025-11-14T09:20:59Z,DescribeImages,ec2.amazonaws.com,10.0.3.19,arn:aws:iam::123456789012:role/ci-cd-pipeline-role,ap-southeast-1,,0
2025-11-14T09:38:09Z,ListMetrics,cloudwatch.amazonaws.com,10.0.3.8,arn:aws:iam::123456789012:user/analyst-frank,ap-southeast-1,,0
2025-11-14T09:47:11Z,Invoke,lambda.amazonaws.com,10.0.3.19,arn:aws:iam::123456789012:role/ci-cd-pipeline-role,us-east-1,,0
2025-11-14T09:48:41Z,GetRole,iam.amazonaws.com,10.0.3.8,arn:aws:iam::123456789012:user/developer-alice,eu-west-1,,0
2025-11-14T10:20:42Z,DescribeVpcs,ec2.amazonaws.com,172.16.0.5,arn:aws:iam::123456789012:role/lambda-execution-role,us-west-2,,0
2025-11-14T10:42:40Z,GetFunction,lambda.amazonaws.com,172.16.0.12,arn:aws:iam::123456789012:user/developer-carol,us-east-1,,0
2025-11-14T10:45:49Z,ListFunctions,lambda.amazonaws.com,10.0.2.45,arn:aws:iam::123456789012:user/ops-dave,us-east-1,,0
2025-11-14T10:51:23Z,GetFunction,lambda.amazonaws.com,54.239.28.85,arn:aws:iam::123456789012:role/ecs-task-role,ap-southeast-1,,0
2025-11-14T11:31:44Z,GetFunction,lambda.amazonaws.com,192.168.1.102,arn:aws:iam::123456789012:role/ci-cd-pipeline-role,eu-west-1,,0
2025-11-14T11:33:23Z,GetFunction,lambda.amazonaws.com,52.94.76.10,arn:aws:iam::123456789012:user/ops-erin,us-west-2,,0
2025-11-14T11:54:04Z,ListFunctions,lambda.amazonaws.com,192.168.1.102,arn:aws:iam::123456789012:role/ecs-task-role,us-east-1,,0
2025-11-14T13:45:28Z,GetPolicy,iam.amazonaws.com,10.0.2.45,arn:aws:iam::123456789012:role/ecs-task-role,us-west-2,,0
2025-11-14T14:28:02Z,ListMetrics,cloudwatch.amazonaws.com,172.16.1.7,arn:aws:iam::123456789012:role/lambda-execution-role,eu-west-1,,0
2025-11-14T14:32:14Z,PutObject,s3.amazonaws.com,192.168.1.100,arn:aws:iam::123456789012:user/developer-carol,us-west-2,,0
2025-11-14T14:45:04Z,AssumeRole,sts.amazonaws.com,192.168.1.102,arn:aws:iam::123456789012:user/ops-erin,us-west-2,,0
2025-11-14T15:05:27Z,GetCallerIdentity,sts.amazonaws.com,172.16.0.12,arn:aws:iam::123456789012:user/ops-erin,eu-west-1,,0
2025-11-14T16:02:08Z,PutObject,s3.amazonaws.com,192.168.1.100,arn:aws:iam::123456789012:user/analyst-frank,eu-west-1,,0
2025-11-15T09:23:35Z,AssumeRole,sts.amazonaws.com,172.16.0.5,arn:aws:iam::123456789012:role/ci-cd-pipeline-role,us-west-2,ThrottlingException,0
2025-11-15T10:04:19Z,Invoke,lambda.amazonaws.com,54.239.28.85,arn:aws:iam::123456789012:role/ecs-task-role,ap-southeast-1,,0
2025-11-15T10:08:20Z,GetMetricData,cloudwatch.amazonaws.com,172.16.0.5,arn:aws:iam::123456789012:role/ecs-task-role,eu-west-1,,0
2025-11-15T10:44:03Z,ListRoles,iam.amazonaws.com,10.0.3.19,arn:aws:iam::123456789012:role/ecs-task-role,ap-southeast-1,,0
2025-11-15T11:52:20Z,AssumeRole,sts.amazonaws.com,10.0.2.10,arn:aws:iam::123456789012:user/developer-carol,ap-southeast-1,,0
2025-11-15T13:39:34Z,HeadObject,s3.amazonaws.com,52.94.76.10,arn:aws:iam::123456789012:user/developer-carol,us-west-2,,0
2025-11-15T13:41:13Z,DescribeTable,dynamodb.amazonaws.com,10.0.3.19,arn:aws:iam::123456789012:user/developer-alice,ap-southeast-1,,0
2025-11-15T13:41:19Z,ListFunctions,lambda.amazonaws.com,192.168.1.100,arn:aws:iam::123456789012:role/lambda-execution-role,eu-west-1,,0
2025-11-15T13:54:05Z,DescribeSecurityGroups,ec2.amazonaws.com,52.94.76.10,arn:aws:iam::123456789012:role/ci-cd-pipeline-role,eu-west-1,,0
2025-11-15T14:32:35Z,ListBuckets,s3.amazonaws.com,10.0.2.10,arn:aws:iam::123456789012:role/ecs-task-role,us-east-1,,0
2025-11-15T14:38:09Z,DescribeVolumes,ec2.amazonaws.com,10.0.3.8,arn:aws:iam::123456789012:user/analyst-frank,ap-southeast-1,,0
2025-11-15T14:53:59Z,GetCallerIdentity,sts.amazonaws.com,192.168.1.101,arn:aws:iam::123456789012:user/developer-alice,us-east-1,,0
2025-11-15T16:15:09Z,GetObject,s3.amazonaws.com,10.0.2.45,arn:aws:iam::123456789012:role/lambda-execution-role,ap-southeast-1,,0
2025-11-15T16:31:56Z,DescribeSubnets,ec2.amazonaws.com,10.0.1.15,arn:aws:iam::123456789012:user/developer-bob,ap-southeast-1,,0
2025-11-15T17:09:19Z,ListUsers,iam.amazonaws.com,10.0.3.8,arn:aws:iam::123456789012:user/ops-dave,eu-west-1,,0
2025-11-15T17:40:37Z,GetGroup,iam.amazonaws.com,10.0.1.33,arn:aws:iam::123456789012:role/lambda-execution-role,us-east-1,,0
2025-11-16T10:08:06Z,GetFunction,lambda.amazonaws.com,192.168.1.100,arn:aws:iam::123456789012:user/analyst-frank,eu-west-1,,0
2025-11-16T11:29:58Z,AssumeRole,sts.amazonaws.com,172.16.0.12,arn:aws:iam::123456789012:user/analyst-frank,eu-west-1,ThrottlingException,0
2025-11-16T11:33:13Z,AssumeRole,sts.amazonaws.com,52.94.76.10,arn:aws:iam::123456789012:role/ecs-task-role,ap-southeast-1,,0
2025-11-16T12:02:36Z,GetMetricData,cloudwatch.amazonaws.com,10.0.2.10,arn:aws:iam::123456789012:user/developer-alice,ap-southeast-1,,0
2025-11-16T12:38:32Z,Invoke,lambda.amazonaws.com,10.0.1.15,arn:aws:iam::123456789012:user/developer-alice,us-east-1,,0
2025-11-16T12:44:45Z,GetFunction,lambda.amazonaws.com,172.16.0.5,arn:aws:iam::123456789012:user/analyst-frank,eu-west-1,,0
2025-11-16T12:46:03Z,AssumeRole,sts.amazonaws.com,10.0.1.33,arn:aws:iam::123456789012:role/ci-cd-pipeline-role,ap-southeast-1,,0
2025-11-16T13:50:57Z,DescribeAlarms,cloudwatch.amazonaws.com,52.94.76.10,arn:aws:iam::123456789012:user/developer-alice,ap-southeast-1,,0
2025-11-16T14:10:25Z,AssumeRole,sts.amazonaws.com,172.16.1.7,arn:aws:iam::123456789012:user/analyst-frank,ap-southeast-1,ThrottlingException,0
2025-11-16T14:48:25Z,DescribeInstances,ec2.amazonaws.com,10.0.3.19,arn:aws:iam::123456789012:user/developer-alice,us-west-2,,0
2025-11-16T14:51:30Z,AssumeRole,sts.amazonaws.com,10.0.1.33,arn:aws:iam::123456789012:role/ci-cd-pipeline-role,us-west-2,,0
2025-11-16T15:09:26Z,GetMetricData,cloudwatch.amazonaws.com,10.0.3.19,arn:aws:iam::123456789012:role/ci-cd-pipeline-role,ap-southeast-1,,0
2025-11-16T15:52:01Z,AttachRolePolicy,iam.amazonaws.com,104.248.50.87,arn:aws:iam::123456789012:root,us-east-1,AccessDenied,1
2025-11-16T16:12:15Z,DescribeImages,ec2.amazonaws.com,10.0.2.45,arn:aws:iam::123456789012:user/ops-dave,eu-west-1,,0
2025-11-16T16:15:13Z,AssumeRole,sts.amazonaws.com,10.0.1.15,arn:aws:iam::123456789012:user/developer-alice,eu-west-1,,0
2025-11-16T16:18:34Z,GetBucketLocation,s3.amazonaws.com,10.0.1.22,arn:aws:iam::123456789012:role/lambda-execution-role,us-west-2,,0
2025-11-16T17:18:04Z,Invoke,lambda.amazonaws.com,172.16.0.5,arn:aws:iam::123456789012:role/ci-cd-pipeline-role,eu-west-1,ThrottlingException,0
2025-11-17T09:06:26Z,DescribeVolumes,ec2.amazonaws.com,172.16.0.5,arn:aws:iam::123456789012:user/developer-bob,us-west-2,,0
2025-11-17T09:58:58Z,ListRoles,iam.amazonaws.com,192.168.1.102,arn:aws:iam::123456789012:user/developer-carol,us-east-1,,0
2025-11-17T10:36:43Z,AssumeRole,sts.amazonaws.com,192.168.1.102,arn:aws:iam::123456789012:role/lambda-execution-role,eu-west-1,,0
2025-11-17T10:39:47Z,GetCallerIdentity,sts.amazonaws.com,10.0.2.10,arn:aws:iam::123456789012:user/developer-alice,us-west-2,,0
2025-11-17T10:59:21Z,DescribeSubnets,ec2.amazonaws.com,52.94.76.10,arn:aws:iam::123456789012:role/ci-cd-pipeline-role,ap-southeast-1,,0
2025-11-17T11:08:30Z,DescribeSecurityGroups,ec2.amazonaws.com,10.0.1.15,arn:aws:iam::123456789012:user/ops-erin,ap-southeast-1,,0
2025-11-17T12:03:42Z,ListObjects,s3.amazonaws.com,10.0.2.45,arn:aws:iam::123456789012:user/developer-carol,ap-southeast-1,,0
2025-11-17T12:12:52Z,AssumeRole,sts.amazonaws.com,192.168.1.102,arn:aws:iam::123456789012:role/ci-cd-pipeline-role,eu-west-1,,0
2025-11-17T13:02:18Z,GetMetricData,cloudwatch.amazonaws.com,10.0.3.8,arn:aws:iam::123456789012:role/ecs-task-role,eu-west-1,,0
2025-11-17T13:20:18Z,GetMetricData,cloudwatch.amazonaws.com,192.168.1.102,arn:aws:iam::123456789012:user/developer-bob,us-west-2,,0
2025-11-17T13:44:07Z,ListMetrics,cloudwatch.amazonaws.com,10.0.3.8,arn:aws:iam::123456789012:user/ops-dave,us-west-2,,0
2025-11-17T13:45:11Z,CopyObject,s3.amazonaws.com,10.0.3.8,arn:aws:iam::123456789012:user/ops-erin,us-west-2,,0
2025-11-17T16:11:59Z,ListMetrics,cloudwatch.amazonaws.com,192.168.1.102,arn:aws:iam::123456789012:user/developer-alice,us-east-1,,0
2025-11-17T16:48:17Z,DescribeVpcs,ec2.amazonaws.com,172.16.1.7,arn:aws:iam::123456789012:user/developer-alice,eu-west-1,,0
2025-11-17T17:29:17Z,GetGroup,iam.amazonaws.com,10.0.1.22,arn:aws:iam::123456789012:user/analyst-frank,us-west-2,,0
2025-11-17T17:59:10Z,Invoke,lambda.amazonaws.com,192.168.1.102,arn:aws:iam::123456789012:role/ecs-task-role,ap-southeast-1,,0
2025-11-17T18:57:25Z,AddPermission,lambda.amazonaws.com,104.248.50.87,arn:aws:iam::123456789012:user/developer-bob,me-south-1,,1
2025-11-18T09:15:13Z,GetObject,s3.amazonaws.com,172.16.1.7,arn:aws:iam::123456789012:user/developer-alice,ap-southeast-1,ThrottlingException,0
2025-11-18T09:15:47Z,ListObjects,s3.amazonaws.com,172.16.0.5,arn:aws:iam::123456789012:user/ops-dave,us-west-2,,0
2025-11-18T09:35:29Z,ListMetrics,cloudwatch.amazonaws.com,54.239.28.85,arn:aws:iam::123456789012:user/developer-alice,ap-southeast-1,,0
2025-11-18T09:47:13Z,GetCallerIdentity,sts.amazonaws.com,10.0.1.15,arn:aws:iam::123456789012:role/lambda-execution-role,eu-west-1,,0
2025-11-18T10:10:20Z,GetFederationToken,sts.amazonaws.com,203.0.113.42,arn:aws:iam::123456789012:user/ops-dave,me-south-1,,1
2025-11-18T10:11:34Z,Invoke,lambda.amazonaws.com,10.0.1.33,arn:aws:iam::123456789012:user/ops-dave,us-east-1,,0
2025-11-18T11:32:18Z,GetGroup,iam.amazonaws.com,192.168.1.102,arn:aws:iam::123456789012:user/analyst-frank,eu-west-1,,0
2025-11-18T11:49:41Z,DescribeAlarms,cloudwatch.amazonaws.com,10.0.3.19,arn:aws:iam::123456789012:user/analyst-frank,ap-southeast-1,,0
2025-11-18T12:29:22Z,GetRole,iam.amazonaws.com,10.0.2.10,arn:aws:iam::123456789012:user/developer-bob,us-east-1,,0
2025-11-18T12:48:15Z,DescribeAlarms,cloudwatch.amazonaws.com,192.168.1.101,arn:aws:iam::123456789012:user/developer-bob,ap-southeast-1,,0
2025-11-18T13:29:43Z,DescribeAlarms,cloudwatch.amazonaws.com,10.0.3.19,arn:aws:iam::123456789012:role/ci-cd-pipeline-role,ap-southeast-1,,0
2025-11-18T14:04:58Z,GetCallerIdentity,sts.amazonaws.com,10.0.1.15,arn:aws:iam::123456789012:role/ci-cd-pipeline-role,us-west-2,ThrottlingException,0
2025-11-18T15:24:05Z,DescribeAlarms,cloudwatch.amazonaws.com,192.168.1.101,arn:aws:iam::123456789012:role/ci-cd-pipeline-role,us-west-2,,0
2025-11-18T16:09:29Z,DescribeAlarms,cloudwatch.amazonaws.com,10.0.3.8,arn:aws:iam::123456789012:role/lambda-execution-role,ap-southeast-1,,0
2025-11-18T17:03:59Z,ListObjects,s3.amazonaws.com,10.0.1.15,arn:aws:iam::123456789012:user/ops-erin,ap-southeast-1,,0
2025-11-18T17:28:51Z,ListObjects,s3.amazonaws.com,10.0.1.33,arn:aws:iam::123456789012:role/ci-cd-pipeline-role,ap-southeast-1,,0
2025-11-19T03:59:12Z,GetMetricData,cloudwatch.amazonaws.com,198.51.100.77,arn:aws:iam::123456789012:user/ops-dave,us-west-2,AccessDenied,1
2025-11-19T09:35:37Z,GetMetricData,cloudwatch.amazonaws.com,52.94.76.10,arn:aws:iam::123456789012:role/lambda-execution-role,ap-southeast-1,,0
2025-11-19T09:53:54Z,GetBucketLocation,s3.amazonaws.com,52.94.76.10,arn:aws:iam::123456789012:user/developer-alice,us-east-1,,0
2025-11-19T11:46:34Z,ListFunctions,lambda.amazonaws.com,192.168.1.102,arn:aws:iam::123456789012:role/ci-cd-pipeline-role,us-east-1,,0
2025-11-19T11:51:29Z,HeadObject,s3.amazonaws.com,10.0.3.19,arn:aws:iam::123456789012:role/lambda-execution-role,us-west-2,,0
2025-11-19T12:16:13Z,DescribeVolumes,ec2.amazonaws.com,10.0.1.22,arn:aws:iam::123456789012:role/ecs-task-role,eu-west-1,,0
2025-11-19T12:24:36Z,PutItem,dynamodb.amazonaws.com,172.16.0.5,arn:aws:iam::123456789012:role/ci-cd-pipeline-role,eu-west-1,,0
2025-11-19T12:35:20Z,Query,dynamodb.amazonaws.com,10.0.3.19,arn:aws:iam::123456789012:role/ecs-task-role,eu-west-1,,0
2025-11-19T12:51:48Z,GetCallerIdentity,sts.amazonaws.com,172.16.0.5,arn:aws:iam::123456789012:user/ops-dave,eu-west-1,,0
2025-11-19T13:23:32Z,GetFunction,lambda.amazonaws.com,10.0.1.22,arn:aws:iam::123456789012:role/ecs-task-role,eu-west-1,,0
2025-11-19T13:24:11Z,DescribeTable,dynamodb.amazonaws.com,172.16.0.5,arn:aws:iam::123456789012:user/ops-dave,us-west-2,,0
2025-11-19T13:35:59Z,AssumeRole,sts.amazonaws.com,10.0.2.45,arn:aws:iam::123456789012:user/developer-carol,us-west-2,,0
2025-11-19T13:56:09Z,DescribeAlarms,cloudwatch.amazonaws.com,10.0.2.10,arn:aws:iam::123456789012:role/lambda-execution-role,eu-west-1,,0
2025-11-19T14:20:26Z,HeadObject,s3.amazonaws.com,192.168.1.101,arn:aws:iam::123456789012:user/ops-dave,us-west-2,,0
2025-11-19T16:46:41Z,ListMetrics,cloudwatch.amazonaws.com,172.16.0.5,arn:aws:iam::123456789012:user/developer-carol,eu-west-1,,0
2025-11-19T17:46:53Z,GetUser,iam.amazonaws.com,10.0.2.45,arn:aws:iam::123456789012:role/lambda-execution-role,us-east-1,,0
2025-11-19T18:42:24Z,AttachRolePolicy,iam.amazonaws.com,178.128.200.15,arn:aws:iam::987654321098:user/external-user,us-east-1,,1
2025-11-20T08:57:34Z,CreateAccessKey,iam.amazonaws.com,104.248.50.87,arn:aws:iam::123456789012:root,us-east-1,,1
2025-11-20T09:34:35Z,ListFunctions,lambda.amazonaws.com,10.0.1.15,arn:aws:iam::123456789012:role/ci-cd-pipeline-role,eu-west-1,,0
2025-11-20T10:41:54Z,GetMetricData,cloudwatch.amazonaws.com,10.0.1.22,arn:aws:iam::123456789012:role/lambda-execution-role,ap-southeast-1,,0
2025-11-20T11:43:37Z,ListMetrics,cloudwatch.amazonaws.com,10.0.1.22,arn:aws:iam::123456789012:user/ops-erin,us-west-2,,0
2025-11-20T11:50:44Z,GetMetricData,cloudwatch.amazonaws.com,172.16.0.12,arn:aws:iam::123456789012:user/analyst-frank,us-east-1,,0
2025-11-20T11:53:40Z,GetUser,iam.amazonaws.com,54.239.28.85,arn:aws:iam::123456789012:user/developer-carol,us-east-1,,0
2025-11-20T12:36:53Z,Scan,dynamodb.amazonaws.com,52.94.76.10,arn:aws:iam::123456789012:role/ci-cd-pipeline-role,eu-west-1,,0
2025-11-20T12:37:09Z,Scan,dynamodb.amazonaws.com,192.168.1.102,arn:aws:iam::123456789012:user/developer-bob,eu-west-1,,0
2025-11-20T12:57:55Z,DescribeAlarms,cloudwatch.amazonaws.com,172.16.0.5,arn:aws:iam::123456789012:user/ops-erin,us-east-1,,0
2025-11-20T13:01:32Z,Scan,dynamodb.amazonaws.com,192.168.1.100,arn:aws:iam::123456789012:user/developer-carol,us-east-1,,0
2025-11-20T13:50:28Z,ListFunctions,lambda.amazonaws.com,10.0.3.8,arn:aws:iam::123456789012:role/ci-cd-pipeline-role,ap-southeast-1,,0
2025-11-20T15:05:23Z,GetFunction,lambda.amazonaws.com,172.16.1.7,arn:aws:iam::123456789012:user/ops-dave,us-west-2,,0
2025-11-20T15:14:53Z,ListBuckets,s3.amazonaws.com,172.16.1.7,arn:aws:iam::123456789012:role/lambda-execution-role,eu-west-1,,0
2025-11-20T15:41:50Z,DescribeImages,ec2.amazonaws.com,192.168.1.101,arn:aws:iam::123456789012:user/developer-bob,us-east-1,,0
2025-11-20T17:09:15Z,GetPolicy,iam.amazonaws.com,172.16.0.12,arn:aws:iam::123456789012:user/ops-erin,eu-west-1,,0
2025-11-20T17:29:23Z,HeadObject,s3.amazonaws.com,52.94.76.10,arn:aws:iam::123456789012:role/ecs-task-role,ap-southeast-1,,0
2025-11-20T17:30:03Z,GetMetricData,cloudwatch.amazonaws.com,54.239.28.85,arn:aws:iam::123456789012:user/developer-carol,us-east-1,,0
2025-11-21T09:05:22Z,GetCallerIdentity,sts.amazonaws.com,172.16.1.7,arn:aws:iam::123456789012:user/analyst-frank,ap-southeast-1,,0
2025-11-21T10:08:19Z,ListObjects,s3.amazonaws.com,10.0.3.8,arn:aws:iam::123456789012:role/lambda-execution-role,eu-west-1,,0
2025-11-21T10:17:09Z,Invoke,lambda.amazonaws.com,192.168.1.100,arn:aws:iam::123456789012:user/developer-carol,ap-southeast-1,,0
2025-11-21T10:23:16Z,ListPolicies,iam.amazonaws.com,52.94.76.10,arn:aws:iam::123456789012:role/ecs-task-role,us-west-2,,0
2025-11-21T10:43:49Z,AssumeRoleWithSAML,sts.amazonaws.com,139.59.100.22,arn:aws:iam::123456789012:user/ops-dave,me-south-1,AccessDenied,1
2025-11-21T10:52:54Z,Scan,dynamodb.amazonaws.com,52.94.76.10,arn:aws:iam::123456789012:role/ecs-task-role,us-west-2,,0
2025-11-21T11:05:11Z,GetFunction,lambda.amazonaws.com,172.16.0.12,arn:aws:iam::123456789012:role/ci-cd-pipeline-role,ap-southeast-1,,0
2025-11-21T12:16:42Z,ListPolicies,iam.amazonaws.com,10.0.3.19,arn:aws:iam::123456789012:role/lambda-execution-role,us-east-1,,0
2025-11-21T12:20:24Z,DescribeSubnets,ec2.amazonaws.com,10.0.3.8,arn:aws:iam::123456789012:user/developer-bob,us-west-2,ThrottlingException,0
2025-11-21T12:30:20Z,ListRoles,iam.amazonaws.com,10.0.3.8,arn:aws:iam::123456789012:user/ops-erin,ap-southeast-1,ThrottlingException,0
2025-11-21T13:26:24Z,GetItem,dynamodb.amazonaws.com,54.239.28.85,arn:aws:iam::123456789012:role/ci-cd-pipeline-role,us-west-2,ThrottlingException,0
2025-11-21T14:06:05Z,ListBuckets,s3.amazonaws.com,172.16.0.5,arn:aws:iam::123456789012:user/analyst-frank,eu-west-1,,0
2025-11-21T14:27:52Z,DescribeTable,dynamodb.amazonaws.com,10.0.1.33,arn:aws:iam::123456789012:user/ops-erin,eu-west-1,ThrottlingException,0
2025-11-21T16:09:04Z,ListRoles,iam.amazonaws.com,10.0.2.45,arn:aws:iam::123456789012:role/lambda-execution-role,eu-west-1,,0
2025-11-21T16:37:25Z,AssumeRole,sts.amazonaws.com,172.16.0.12,arn:aws:iam::123456789012:user/developer-alice,eu-west-1,,0
2025-11-21T17:10:43Z,ListFunctions,lambda.amazonaws.com,10.0.1.33,arn:aws:iam::123456789012:user/ops-erin,eu-west-1,,0
2025-11-22T09:06:16Z,GetPolicy,iam.amazonaws.com,54.239.28.85,arn:aws:iam::123456789012:role/ci-cd-pipeline-role,us-west-2,,0
2025-11-22T09:30:06Z,DescribeSubnets,ec2.amazonaws.com,192.168.1.102,arn:aws:iam::123456789012:user/developer-bob,us-east-1,,0
2025-11-22T09:36:41Z,DescribeAlarms,cloudwatch.amazonaws.com,10.0.3.19,arn:aws:iam::123456789012:user/analyst-frank,ap-southeast-1,,0
2025-11-22T10:01:54Z,DescribeVolumes,ec2.amazonaws.com,10.0.1.22,arn:aws:iam::123456789012:user/developer-carol,us-west-2,,0
2025-11-22T10:06:49Z,ListPolicies,iam.amazonaws.com,52.94.76.10,arn:aws:iam::123456789012:user/analyst-frank,us-west-2,ThrottlingException,0
2025-11-22T10:16:42Z,Scan,dynamodb.amazonaws.com,172.16.0.12,arn:aws:iam::123456789012:user/analyst-frank,ap-southeast-1,ThrottlingException,0
2025-11-22T10:28:46Z,ListMetrics,cloudwatch.amazonaws.com,10.0.3.8,arn:aws:iam::123456789012:user/developer-bob,eu-west-1,,0
2025-11-22T10:43:08Z,DescribeInstances,ec2.amazonaws.com,10.0.2.10,arn:aws:iam::123456789012:user/ops-erin,us-east-1,,0
2025-11-22T10:51:55Z,GetCallerIdentity,sts.amazonaws.com,10.0.3.8,arn:aws:iam::123456789012:user/analyst-frank,us-west-2,,0
2025-11-22T11:11:40Z,ListMetrics,cloudwatch.amazonaws.com,10.0.3.19,arn:aws:iam::123456789012:user/developer-alice,us-west-2,,0
2025-11-22T11:31:40Z,GetCallerIdentity,sts.amazonaws.com,172.16.0.12,arn:aws:iam::123456789012:user/developer-carol,ap-southeast-1,,0
2025-11-22T11:35:10Z,DescribeImages,ec2.amazonaws.com,10.0.3.19,arn:aws:iam::123456789012:role/ecs-task-role,us-west-2,,0
2025-11-22T14:19:21Z,ListFunctions,lambda.amazonaws.com,172.16.0.12,arn:aws:iam::123456789012:role/ecs-task-role,eu-west-1,,0
