timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes_transferred,packets,action,is_anomaly
2025-11-26T13:29:28Z,10.0.2.133,172.16.1.243,58379,443,TCP,113109,175,ACCEPT,0
2025-11-26T16:16:15Z,10.0.2.254,10.0.1.187,59317,80,TCP,17431,22,ACCEPT,0
2025-11-26T17:19:02Z,10.0.1.230,10.0.3.254,58914,8443,UDP,11356,9,ACCEPT,0
2025-11-26T17:39:15Z,10.0.1.57,10.0.3.232,52599,22,TCP,136551,173,ACCEPT,0
2025-11-26T18:45:42Z,172.16.1.122,10.0.3.62,64289,53,UDP,24169,34,REJECT,0
2025-11-27T08:11:30Z,10.0.3.201,10.0.1.151,44791,3306,TCP,142181,125,ACCEPT,0
2025-11-27T09:45:19Z,10.0.1.87,10.0.3.33,52515,3306,TCP,76903,67,ACCEPT,0
2025-11-27T10:20:30Z,172.16.0.45,10.0.3.48,34885,6379,TCP,1984,2,ACCEPT,0
2025-11-27T13:00:14Z,172.16.1.152,10.0.3.180,46868,80,TCP,136657,119,ACCEPT,0
2025-11-27T15:08:39Z,172.16.0.249,10.0.3.190,50566,3306,TCP,104689,204,ACCEPT,0
2025-11-27T16:06:36Z,172.16.0.130,172.16.0.185,49128,443,TCP,138004,92,ACCEPT,0
2025-11-27T16:20:45Z,172.16.0.247,10.0.1.137,36859,8443,TCP,144744,227,ACCEPT,0
2025-11-27T16:35:34Z,172.16.0.158,172.16.0.240,39146,8443,TCP,22661,29,ACCEPT,0
2025-11-27T18:32:10Z,172.16.0.172,172.16.1.248,46151,6379,TCP,71779,61,ACCEPT,0
2025-11-27T18:52:53Z,10.0.3.178,203.0.113.42,33309,8080,TCP,1144602304,967542,ACCEPT,1
2025-11-28T08:33:37Z,172.16.0.65,172.16.0.236,54184,22,TCP,60734,51,ACCEPT,0
2025-11-28T09:24:39Z,10.0.1.215,10.0.3.157,43754,27017,TCP,147295,102,ACCEPT,0
2025-11-28T09:30:00Z,172.16.1.108,10.0.3.36,41613,27017,TCP,139301,95,ACCEPT,0
2025-11-28T10:28:30Z,10.0.3.142,172.16.1.175,51113,5432,TCP,78082,83,ACCEPT,0
2025-11-28T12:56:09Z,10.0.2.83,10.0.3.213,64340,6379,UDP,108921,115,ACCEPT,0
2025-11-28T13:15:49Z,172.16.1.7,10.0.2.52,53866,5432,TCP,99581,92,ACCEPT,0
2025-11-28T14:11:09Z,10.0.2.47,10.0.2.37,50469,53,TCP,120441,152,ACCEPT,0
2025-11-28T17:33:21Z,10.0.2.25,172.16.0.113,63482,8443,TCP,104262,122,ACCEPT,0
2025-11-28T18:05:23Z,10.0.3.182,172.16.0.75,38377,5432,UDP,62878,72,ACCEPT,0
2025-11-28T18:29:54Z,172.16.0.224,10.0.3.17,37222,6379,TCP,81114,60,ACCEPT,0
2025-11-29T08:36:56Z,45.33.32.156,10.0.3.144,61247,22,TCP,164,1,REJECT,1
2025-11-29T08:52:13Z,10.0.2.105,172.16.1.142,58807,80,TCP,110575,95,ACCEPT,0
2025-11-29T10:58:13Z,10.0.2.65,172.16.0.10,47303,443,TCP,18076,12,ACCEPT,0
2025-11-29T11:20:31Z,10.0.2.199,172.16.0.58,62720,3306,TCP,46966,75,ACCEPT,0
2025-11-29T12:06:34Z,10.0.1.150,172.16.0.191,41699,22,TCP,27112,18,ACCEPT,0
2025-11-29T15:06:16Z,10.0.3.223,10.0.1.93,59228,443,TCP,12281,21,ACCEPT,0
2025-11-29T15:37:20Z,10.0.2.61,10.0.3.67,59967,6379,TCP,10743,10,ACCEPT,0
2025-11-29T16:09:59Z,172.16.1.26,10.0.3.143,52522,22,TCP,52421,45,ACCEPT,0
2025-11-29T18:52:35Z,172.16.1.37,10.0.1.172,49431,27017,TCP,38705,48,ACCEPT,0
2025-11-29T18:54:26Z,10.0.2.234,10.0.2.80,49000,8443,TCP,9819,6,ACCEPT,0
2025-11-30T09:41:28Z,10.0.1.76,10.0.3.242,43813,27017,TCP,67461,91,ACCEPT,0
2025-11-30T10:22:16Z,10.0.1.178,10.0.3.175,42532,80,TCP,149330,229,ACCEPT,0
2025-11-30T10:23:48Z,172.16.1.43,172.16.1.136,45198,5432,TCP,73738,57,ACCEPT,0
2025-11-30T11:47:47Z,172.16.0.229,10.0.2.252,46247,8443,TCP,39602,50,ACCEPT,0
2025-11-30T12:15:19Z,10.0.2.193,172.16.0.164,57218,53,TCP,141248,95,ACCEPT,0
2025-11-30T13:05:47Z,10.0.1.78,10.0.1.64,34041,5432,TCP,19555,20,ACCEPT,0
2025-11-30T13:51:57Z,10.0.3.24,172.16.1.208,43912,8080,UDP,71547,84,REJECT,0
2025-11-30T16:37:57Z,172.16.1.96,91.134.210.15,34476,8443,TCP,1828098125,1607825,ACCEPT,1
2025-11-30T18:17:56Z,10.0.2.118,172.16.1.13,61480,8443,TCP,148713,193,ACCEPT,0
2025-11-30T18:36:39Z,10.0.1.144,10.0.3.246,49982,8080,TCP,5202,4,ACCEPT,0
